query,title,year,venue,authors,doi,url,type,source,score,tags
dexterous grasp pose estimation,Diffangle-Grasp: Dexterous Grasp Synthesis via Fine-Grained Contact Generation and Natural Pose Optimization,2025,Biomimetics,Meng Ning; Chong Deng; Ziheng Zhan; Qianwei Yin; Xue Xia,10.3390/biomimetics10080492,https://doi.org/10.3390/biomimetics10080492,journal-article,Crossref,4,contact;manipulation;dynamics
haptic sensing manipulation robot,Haptic-based Multimodal Teleoperation System for Robot Dexterous Hand Manipulation,2025,"2025 4th International Conference on Advanced Sensing, Intelligent Manufacturing (ASIM)",Yifan Long; Huafang Xu; Yunlong Wu; Yongbo Yu; Zirui Zhao; Ruixin Zhao; Xiong Lu,10.1109/asim67379.2025.11512655,https://doi.org/10.1109/asim67379.2025.11512655,proceedings-article,Crossref,4,tactile;manipulation
proprioceptive tactile sensing robot hand,Tactile-Driven Dexterous In-Hand Writing via Extrinsic Contact Sensing,2025,IEEE Robotics and Automation Letters,Can Zhao; Lingzi Xie; Bidan Huang; Shuai Wang; Daolin Ma,10.1109/lra.2025.3589168,https://doi.org/10.1109/lra.2025.3589168,journal-article,Crossref,4,tactile;contact;manipulation
proprioceptive tactile sensing robot hand,Proprioceptive Object Shape and Size Extraction via In-Hand-Manipulation with a Variable Friction Robot Gripper,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),Igor Bodnar; Adam J. Spiers,10.1109/icra55743.2025.11128387,https://doi.org/10.1109/icra55743.2025.11128387,proceedings-article,Crossref,4,manipulation;dynamics
force estimation robot hand,Optical Fiber-Based Force Myography (FMG) Sensor for Hand Gesture and Grasping Force Estimation,2025,2025 IEEE World Haptics Conference (WHC),Chongyoung Chung; Heeju Mun; Ki-Uk Kyung,10.1109/whc64065.2025.11123205,https://doi.org/10.1109/whc64065.2025.11123205,proceedings-article,Crossref,4,tactile;contact;manipulation
micro slip tactile manipulation,Slip-actuated bionic tactile sensing system with dynamic DC generator integrated E-Textile for dexterous robotic manipulation,2024,,Jun Liu; Vashin Gautham; Ashutosh Panpalia; Vinoop Anil; Shakunthala Yerneni; Rohit Thakar; Aayush Nayyar; Emily Jorgensen,10.21203/rs.3.rs-5099506/v1,https://doi.org/10.21203/rs.3.rs-5099506/v1,posted-content,Crossref,4,slip;tactile;manipulation
contact state estimation dexterous manipulation,Soft Hand with Programmable Grasping Mode for Dexterous Manipulation,2024,,Nanpei Li; Yunyao Pi; Junwei Ding; junfeng li,10.2139/ssrn.4813721,https://doi.org/10.2139/ssrn.4813721,posted-content,Crossref,4,manipulation
contact state estimation dexterous manipulation,Contact-Implicit Model Predictive Control for Dexterous In-hand Manipulation: A Long-Horizon and Robust Approach,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Yongpeng Jiang; Mingrui Yu; Xinghao Zhu; Masayoshi Tomizuka; Xiang Li,10.1109/iros58592.2024.10801751,https://doi.org/10.1109/iros58592.2024.10801751,proceedings-article,Crossref,4,contact;manipulation
tactile slip detection robotic grasp,Learning to estimate incipient slip with tactile sensing to gently grasp objects,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),Dirk-Jan Boonstra; Laurence Willemet; Jelle Luijkx; Michaël Wiertlewski,10.1109/icra57147.2024.10611517,https://doi.org/10.1109/icra57147.2024.10611517,proceedings-article,Crossref,4,slip;tactile;manipulation
contact rich manipulation state estimation,General-Purpose Sim2Real Protocol for Learning Contact-Rich Manipulation With Marker-Based Visuotactile Sensors,2024,IEEE Transactions on Robotics,Weihang Chen; Jing Xu; Fanbo Xiang; Xiaodi Yuan; Hao Su; Rui Chen,10.1109/tro.2024.3352969,https://doi.org/10.1109/tro.2024.3352969,journal-article,Crossref,4,tactile;contact;manipulation;dynamics
robotic hand slip estimation tactile,In-Hand Object Classification and Pose Estimation With Sim-to-Real Tactile Transfer for Robotic Manipulation,2024,IEEE Robotics and Automation Letters,Sanghoon Yang; Won Dong Kim; Hyunkyu Park; Seojung Min; Hyonyoung Han; Jung Kim,10.1109/lra.2023.3334971,https://doi.org/10.1109/lra.2023.3334971,journal-article,Crossref,4,tactile;manipulation;dynamics
robotic hand slip estimation tactile,Learning to Detect Slip Through Tactile Estimation of the Contact Force Field and its Entropy Properties,2024,,Xiaohai Hu; Aparajit Venkatesh; Yusen Wan; Guiliang Zheng; Neel Jawale; Navneet Kaur; Xu Chen; Paul Birkmeyer,10.2139/ssrn.4819325,https://doi.org/10.2139/ssrn.4819325,posted-content,Crossref,4,slip;tactile;contact
robotic hand slip estimation tactile,Friction coefficient estimation before gross slip for slippage prediction during prosthetic hand grasping,2024,Measurement,Jiacheng Wu; Huixia Zhang; Ping Yu,10.1016/j.measurement.2024.114249,https://doi.org/10.1016/j.measurement.2024.114249,journal-article,Crossref,4,slip;manipulation;dynamics
contact state estimation dexterous manipulation,Distinct sensorimotor mechanisms underlie the control of grasp and manipulation forces for dexterous manipulation,2023,Scientific Reports,Yen-Hsun Wu; Marco Santello,10.1038/s41598-023-38870-8,https://doi.org/10.1038/s41598-023-38870-8,journal-article,Crossref,4,contact;manipulation
force tactile proprioceptive manipulation,"Design, Fabrication, and Characterization of a Novel Optical 6-Axis Distributed Force and Displacement Tactile Sensor for Dexterous Robotic Manipulation",2023,,Olivia Leslie; David Córdova Bulens; Stephen J Redmond,10.20944/preprints202311.1696.v1,https://doi.org/10.20944/preprints202311.1696.v1,posted-content,Crossref,4,tactile;contact;manipulation
force tactile proprioceptive manipulation,"Design, Fabrication, and Characterization of a Novel Optical Six-Axis Distributed Force and Displacement Tactile Sensor for Dexterous Robotic Manipulation",2023,Sensors,Olivia Leslie; David Córdova Bulens; Stephen J. Redmond,10.3390/s23249640,https://doi.org/10.3390/s23249640,journal-article,Crossref,4,tactile;contact;manipulation
object pose contact state estimation manipulation,Learning Haptic-Based Object Pose Estimation for In-Hand Manipulation Control With Underactuated Robotic Hands,2023,IEEE Transactions on Haptics,Osher Azulay; Inbar Ben-David; Avishai Sintov,10.1109/toh.2022.3232713,https://doi.org/10.1109/toh.2022.3232713,journal-article,Crossref,4,tactile;manipulation;dynamics
latent state manipulation tactile sensing,Non-Prehensile Manipulation Actions and Visual 6D Pose Estimation for Fruit Grasping Based on Tactile Sensing,2023,Robotics,Marco Costanzo; Marco De Simone; Sara Federico; Ciro Natale,10.3390/robotics12040092,https://doi.org/10.3390/robotics12040092,journal-article,Crossref,4,tactile;manipulation;dynamics
micro slip dexterous manipulation,Knot-inspired optical sensors for slip detection and friction measurement in dexterous robotic manipulation,2023,Opto-Electronic Advances,Jing Pan; Qi Wang; Shuaikang Gao; Zhang Zhang; Yu Xie; Longteng Yu; Lei Zhang,10.29026/oea.2023.230076,https://doi.org/10.29026/oea.2023.230076,journal-article,Crossref,4,slip;manipulation;dynamics
micro slip tactile manipulation,Learning hierarchical control for robust in-hand manipulation,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",Tingguang Li,10.1016/b978-0-32-390445-2.00017-9,https://doi.org/10.1016/b978-0-32-390445-2.00017-9,book-chapter,Crossref,4,tactile;manipulation
micro slip tactile manipulation,Towards dexterous in-hand manipulation of unknown objects,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",Qiang Li; Robert Haschke; Helge Ritter,10.1016/b978-0-32-390445-2.00023-4,https://doi.org/10.1016/b978-0-32-390445-2.00023-4,book-chapter,Crossref,4,tactile;manipulation
micro slip tactile manipulation,A hand-arm teleoperation system for robotic dexterous manipulation,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",Shuang Li; Qiang Li; Jianwei Zhang,10.1016/b978-0-32-390445-2.00021-0,https://doi.org/10.1016/b978-0-32-390445-2.00021-0,book-chapter,Crossref,4,tactile;manipulation
contact state estimation dexterous manipulation,Performance of dexterous object manipulation is enhanced by grasp force modulation,2022,,Yen-Hsun Wu; Marco Santello,10.21203/rs.3.rs-1559286/v1,https://doi.org/10.21203/rs.3.rs-1559286/v1,posted-content,Crossref,4,contact;manipulation
tactile slip detection robotic grasp,Capacitive material detection with machine learning for robotic grasping applications,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",Hannes Kisner; Yitao Ding; Ulrike Thomas,10.1016/b978-0-32-390445-2.00011-8,https://doi.org/10.1016/b978-0-32-390445-2.00011-8,book-chapter,Crossref,4,tactile;manipulation
latent state manipulation tactile sensing,Learning form-closure grasping with attractive region in environment,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",Rui Li; Zhenshan Bing; Qi Qi,10.1016/b978-0-32-390445-2.00016-7,https://doi.org/10.1016/b978-0-32-390445-2.00016-7,book-chapter,Crossref,4,tactile;manipulation
micro slip dexterous manipulation,Path planning for 3-D in-hand dexterous micro-manipulation in presence of adhesion forces,2022,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),Ivan Tchouatat Kepseu; Michael Gauthier; Redwan Dahmouche,10.1109/case49997.2022.9926566,https://doi.org/10.1109/case49997.2022.9926566,proceedings-article,Crossref,4,contact;manipulation
proprioceptive tactile sensing robot hand,A Wearable Tactile Sensor Array for Large Area Remote Vibration Sensing in the Hand,2022,Springer Series on Touch and Haptic Systems,Yitian Shao,10.1007/978-3-030-90839-3_5,https://doi.org/10.1007/978-3-030-90839-3_5,book-chapter,Crossref,4,tactile;manipulation
proprioceptive tactile sensing robot hand,Compression of Dynamic Tactile Information in the Human Hand,2022,Springer Series on Touch and Haptic Systems,Yitian Shao,10.1007/978-3-030-90839-3_4,https://doi.org/10.1007/978-3-030-90839-3_4,book-chapter,Crossref,4,tactile;manipulation
tactile slip detection robotic grasp,Slip Detection for Grasp Stabilization With a Multifingered Tactile Robot Hand,2021,IEEE Transactions on Robotics,Jasper Wollaston James; Nathan F. Lepora,10.1109/tro.2020.3031245,https://doi.org/10.1109/tro.2020.3031245,journal-article,Crossref,4,slip;tactile;manipulation
object pose contact state estimation manipulation,Object Learning for 6D Pose Estimation and Grasping from RGB-D Videos of In-hand Manipulation,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Timothy Patten; Kiru Park; Markus Leitner; Kevin Wolfram; Markus Vincze,10.1109/iros51168.2021.9635884,https://doi.org/10.1109/iros51168.2021.9635884,proceedings-article,Crossref,4,manipulation;dynamics
robotic hand slip estimation tactile,Development of flexible tactile sensor for the envelop of curved robotic hand finger in grasping force sensing,2021,Measurement,Yancheng Wang; Wen Ding; Deqing Mei,10.1016/j.measurement.2021.109524,https://doi.org/10.1016/j.measurement.2021.109524,journal-article,Crossref,4,tactile;contact;manipulation
manipulation contact dynamics estimation,Contact constraints-based dynamic manipulation control of the multi-fingered hand robot: a force sensorless approach,2021,Nonlinear Dynamics,Ruiying Zhao; Jin Yu; Hao Yang; Ye-Hwa Chen,10.1007/s11071-021-07044-4,https://doi.org/10.1007/s11071-021-07044-4,journal-article,Crossref,4,contact;manipulation
robot tactile feedback manipulation,Dual-Arm In-Hand Manipulation with Parallel Grippers Using Tactile Feedback,2021,2021 20th International Conference on Advanced Robotics (ICAR),Marco Costanzo; Giuseppe De Maria; Ciro Natale,10.1109/icar53236.2021.9659348,https://doi.org/10.1109/icar53236.2021.9659348,proceedings-article,Crossref,4,tactile;manipulation
slip prediction robotic grasping,Finger‐Skin‐Inspired Flexible Optical Sensor for Force Sensing and Slip Detection in Robotic Grasping,2021,Advanced Materials Technologies,Chengpeng Jiang; Zhang Zhang; Jing Pan; Yancheng Wang; Lei Zhang; Liming Tong,10.1002/admt.202100285,https://doi.org/10.1002/admt.202100285,journal-article,Crossref,4,slip;tactile;contact;manipulation
slip state estimation robot manipulation,Haptic Object Parameter Estimation during Within-Hand- Manipulation with a Simple Robot Gripper,2020,2020 IEEE Haptics Symposium (HAPTICS),Delara Mohtasham; Gokul Narayanan; Berk Calli; Adam J. Spiers,10.1109/haptics45997.2020.ras.hap20.24.f5c34a19,https://doi.org/10.1109/haptics45997.2020.ras.hap20.24.f5c34a19,proceedings-article,Crossref,4,tactile;manipulation
contact state estimation dexterous manipulation,Digit Force Control for Dexterous Manipulation: Effects of Contact Surface Stiffness and Object’s Center of Mass,2020,2020 IEEE 20th International Conference on Bioinformatics and Bioengineering (BIBE),Jide Ma; Mengiie Liu; Yongmei Hu; Ke Li; Na Wei,10.1109/bibe50027.2020.00120,https://doi.org/10.1109/bibe50027.2020.00120,proceedings-article,Crossref,4,contact;manipulation
robotic hand slip estimation tactile,Dexterous object manipulation by a multi-fingered robotic hand with visual-tactile fingertip sensors,2020,ROBOMECH Journal,Seung-hyun Choi; Kenji Tahara,10.1186/s40648-020-00162-5,https://doi.org/10.1186/s40648-020-00162-5,journal-article,Crossref,4,tactile;manipulation
robot tactile feedback manipulation,Hierarchical Tactile-Based Control Decomposition of Dexterous In-Hand Manipulation Tasks,2020,Frontiers in Robotics and AI,Filipe Veiga; Riad Akrour; Jan Peters,10.3389/frobt.2020.521448,https://doi.org/10.3389/frobt.2020.521448,journal-article,Crossref,4,tactile;manipulation
tactile slip detection robotic grasp,Flexible tactile sensor array for distributed tactile sensing and slip detection in robotic hand grasping,2019,Sensors and Actuators A: Physical,Yancheng Wang; Xin Wu; Deqing Mei; Lingfeng Zhu; Jianing Chen,10.1016/j.sna.2019.07.036,https://doi.org/10.1016/j.sna.2019.07.036,journal-article,Crossref,4,slip;tactile;manipulation
force tactile proprioceptive manipulation,Design and Calibration of a Force/Tactile Sensor for Dexterous Manipulation,2019,Sensors,Marco Costanzo; Giuseppe De Maria; Ciro Natale; Salvatore Pirozzi,10.3390/s19040966,https://doi.org/10.3390/s19040966,journal-article,Crossref,4,tactile;contact;manipulation
force tactile proprioceptive manipulation,Effects of Force-Torque and Tactile Haptic Modalities on Classifying the Success of Robot Manipulation Tasks,2019,2019 IEEE World Haptics Conference (WHC),Yukyu Chan; Hungchen Yu; Rebecca P. Khurshid,10.1109/whc.2019.8816131,https://doi.org/10.1109/whc.2019.8816131,proceedings-article,Crossref,4,tactile;contact;manipulation
dexterous grasp pose estimation,DexController : Hand-Held Controller Recognizing Grasp-Pose and Grasp-Force in Virtual Reality Defense Game,2019,25th ACM Symposium on Virtual Reality Software and Technology,HyeonBeom Yi; Jiwoo Hong; Woohun Lee,10.1145/3359996.3365031,https://doi.org/10.1145/3359996.3365031,proceedings-article,Crossref,4,contact;manipulation;dynamics
robot hand object pose force sensing,Human-like Object Grasping and Relocation for an Anthropomorphic Robotic Hand with Natural Hand Pose Priors in Deep Reinforcement Learning,2019,Proceedings of the 2019 2nd International Conference on Robot Systems and Applications,Edwin Valarezo Añazco; Patricio Rivera Lopez; Hyemin Park; Nahyeon Park; Jiheon Oh; Sangmin Lee; Kyungmin Byun; Tae-Seong Kim,10.1145/3378891.3378900,https://doi.org/10.1145/3378891.3378900,proceedings-article,Crossref,4,contact;manipulation;dynamics
micro slip dexterous manipulation,PapillArray: An incipient slip sensor for dexterous robotic or prosthetic manipulation – design and prototype validation,2018,Sensors and Actuators A: Physical,Heba Khamis; Raquel Izquierdo Albero; Matteo Salerno; Ahmad Shah Idil; Andrew Loizou; Stephen J. Redmond,10.1016/j.sna.2017.12.058,https://doi.org/10.1016/j.sna.2017.12.058,journal-article,Crossref,4,slip;manipulation
robotic hand slip estimation tactile,Grasping Force Control for a Robotic Hand by Slip Detection Using Developed Micro Laser Doppler Velocimeter,2018,Sensors,Nobutomo Morita; Hirofumi Nogami; Eiji Higurashi; Renshi Sawada,10.3390/s18020326,https://doi.org/10.3390/s18020326,journal-article,Crossref,4,slip;contact;manipulation
micro slip tactile manipulation,Tactile slip and hand displacement: Bending hand motion with tactile illusions,2017,2017 IEEE World Haptics Conference (WHC),Matteo Bianchi; Alessandro Moscatelli; Simone Ciotti; Gemma Carolina Bettelani; Federica Fioretti; Francesco Lacquaniti; Antonio Bicchi,10.1109/whc.2017.7989883,https://doi.org/10.1109/whc.2017.7989883,proceedings-article,Crossref,4,slip;tactile;manipulation
